Iteration,Epoch,val_loss,val_acc,loss,acc
3,16,0.36578731417655946,0.8637500047683716,0.2630213352044423,0.88625
3,17,0.36459682941436766,0.8624999952316285,0.2607857868406508,0.8872222222222222
3,18,0.3464259898662567,0.8656249928474427,0.2518403551313612,0.8903472222222222
3,19,0.3456574058532715,0.8637500023841858,0.25545899285210505,0.8888194444444445
3,20,0.4299487161636353,0.8487499976158142,0.25610697905222574,0.8859722222222223
3,21,0.3667433738708496,0.8699999976158143,0.2587614197201199,0.8898611111111111
3,22,0.3721374237537384,855,0.2525227991739909,0.8939583333333333
3,23,0.33233086109161375,0.863125,0.25785506195492214,0.8903472222222222
3,24,0.3396811628341675,0.8681250095367432,0.2451276010937161,0.8947916666666667
3,25,0.3360060954093933,0.8693750095367432,0.2471201855606503,0.8935416666666667
3,26,0.3835451555252075,0.83875,0.23909338023927476,0.8980555555555556
3,27,0.33079315423965455,0.8675000071525574,0.23892611000272962,0.8986805555555556
3,28,0.3826735854148865,0.8531250071525573,0.2370994440714518,0.8961111111111111
3,29,0.41138936519622804,0.8425,0.23711650954352484,0.8959027777777778
4,0,0.40286031246185305,0.8193749952316284,0.3712625116772122,0.8445138888888889
4,1,0.37914982438087463,0.8400000095367431,0.3579037054379781,0.8445833333333334
4,2,0.35317784786224365,0.8524999928474426,0.34914144939846464,0.8503472222222223
4,3,0.3659839975833893,0.8468750023841858,0.3254205116960737,0.8574305555555556
4,4,0.32576555490493775,0.8562499904632568,0.3208623198668162,0.8618055555555556
4,5,0.32664440870285033,0.8562500071525574,0.3117153188917372,0.8620138888888889
4,6,0.3217742383480072,0.8662500095367431,0.3101924294895596,0.861875
4,7,0.34649375796318055,0.8568749952316285,0.31112744092941286,0.8652777777777778
4,8,0.3206829357147217,0.8537499904632568,0.29918335676193236,0.8677083333333333
4,9,0.3152098166942596,0.8518750047683716,0.2941698135270013,0.87
4,10,0.33902559757232664,0.86,0.28917497078577675,0.8740972222222222
4,11,0.4300685930252075,0.8212499904632569,0.2905514894591437,0.8732638888888888
4,12,0.4256537628173828,0.8443750047683716,0.2910574844148424,0.8746527777777777
4,13,0.3995893466472626,0.8381249952316284,0.2877126063240899,0.8761805555555555
4,14,0.5292732810974121,0.826875,0.2739310455322266,0.8790972222222222
4,15,0.4055626106262207,0.8374999976158142,0.27787963496314155,0.8809027777777778
4,16,0.3359367775917053,0.8499999976158142,0.27036426146825154,0.8784027777777778
4,17,0.35197169542312623,0.8550000023841858,0.2726898670196533,0.8796527777777777
4,18,0.36145063281059264,0.8618750071525574,0.26625889354281956,0.8833333333333333
4,19,0.33560462355613707,0.8612499976158142,0.260795738697052,0.8852083333333334
4,20,0.33185373902320864,0.8549999952316284,0.2601453134748671,0.8874305555555555
4,21,0.34196937680244444,0.8525000071525574,0.25403018368615043,0.8911805555555555
4,22,0.3655498313903809,0.8331250071525573,0.2535652706358168,0.8893055555555556
4,23,0.3414540982246399,0.8525000047683716,0.2472321751382616,0.8927083333333333
4,24,0.3434911298751831,0.8574999976158142,0.25315344783994886,0.8886805555555556
4,25,0.5338158774375915,0.7931249904632568,0.2455609761344062,0.8948611111111111
4,26,0.6404458284378052,0.793125,0.2382334632343716,0.8966666666666666
4,27,0.4236994326114655,0.8231249952316284,0.23729718181822035,0.8972916666666667
4,28,0.3550502943992615,0.8431250071525573,0.2363945068253411,0.8967361111111111
4,29,0.3472073137760162,0.8406250023841858,0.2313906666967604,0.8959722222222222
5,0,0.36552796483039857,0.8418749928474426,0.355464919673072,0.84875
5,1,0.6781199693679809,0.8062500047683716,0.35185070991516115,0.8474305555555556
5,2,0.41488702058792115,0.843125,0.3367894719706641,0.8534027777777777
5,3,0.42212341,0.7681250023841858,0.3182422926690843,0.8636805555555556
5,4,0.43584325909614563,0.8343750095367432,0.32280098246203526,0.8590277777777777
5,5,0.407448650598526,0.8343749904632568,0.3162609092394511,0.8624305555555556
5,6,0.34894319891929626,0.8487499976158142,0.3129696877797445,0.8629166666666667
5,7,0.3662226057052612,0.8418749904632569,0.30334314796659684,0.86875
5,8,0.36204215526580813,0.8462500071525574,0.31015455404917397,0.8647222222222222
5,9,0.4405482280254364,0.8281249976158143,0.3065909046596951,0.86375
5,10,0.3542866861820221,0.8543749928474427,0.30810227235158283,0.8651388888888889
5,11,0.3307806181907654,0.8581250047683716,0.29198137753539616,0.8715277777777778
5,12,0.36304924011230466,0.8481249904632568,0.2929062620798747,0.8710416666666667
5,13,0.3458679330348968,0.8487500023841857,0.2955205374293857,0.8688888888888889
5,14,0.33523350954055786,0.8512499976158142,0.28720935172504847,0.8729166666666667
5,15,0.39662771821022036,0.8356249904632569,0.27991159439086916,0.8770138888888889
5,16,0.38730394005775454,0.8362499928474426,0.27871173024177553,0.8765972222222222
5,17,0.5946969676017761,0.8293749928474426,0.27152242951922945,0.8822222222222222
5,18,0.3473342168331146,0.8499999904632568,0.27817840443717107,0.8788194444444445
5,19,0.36493502616882323,0.8362499904632569,0.2733806256453196,0.8802777777777778
5,20,0.35685713529586793,0.8468749952316285,0.2666367197036743,0.8831944444444444
5,21,0.3439690351486206,0.8500000023841858,0.26486066341400144,0.8855555555555555
5,22,0.41983020544052124,0.8281250071525573,0.2609812649091085,0.8865277777777778
5,23,0.3581274878978729,0.8543749928474427,0.25787177483240764,0.8863888888888889
5,24,0.3300500559806824,0.8600000095367432,0.25209215237034693,0.8883333333333333
5,25,0.3249420177936554,0.8574999928474426,0.2541605469915602,0.8881944444444444
5,26,0.3460911738872528,0.8549999904632568,0.24274050116539,0.8923611111111112
5,27,0.36004436254501343,0.8487500023841857,0.24234541840023466,0.8932638888888889
5,28,0.3416447043418884,0.8468749976158142,0.2396323284175661,0.8974305555555555
5,29,0.3364364492893219,0.8525,0.23868004785643684,0.8967361111111111
6,0,0.3230431759357452,0.8556249976158142,0.346133121781879,0.8527777777777777
6,1,0.4565486741065979,0.810625,0.3368861322932773,0.8580555555555556
6,2,0.369573118686676,0.8500000095367432,0.33284143692917295,0.8577083333333333
6,3,0.36563546895980836,0.8462499952316285,0.319324508772956,0.8617361111111111
6,4,0.3860214376449585,0.8349999928474426,0.3081491728623708,0.8648611111111111
6,5,0.3395492148399353,0.8587499904632568,0.3073697876930237,0.8680555555555556
6,6,0.35535056591033937,0.8487499904632568,0.3031680965423584,0.8689583333333334
6,7,0.3472233772277832,0.8493749904632568,0.29844632890489364,0.870625
6,8,0.336148236989975,0.85375,0.2953661918640137,0.8724305555555556
6,9,0.3335381579399109,0.8600000071525574,0.28629041698243884,0.8761111111111111
6,10,0.3281258249282837,0.8606250023841858,0.28553496890597874,0.8778472222222222
6,11,0.3265003848075867,0.8562500071525574,0.28052478022045557,0.8747222222222222
6,12,0.32504428148269654,0.8600000047683716,0.2733527754412757,0.88125
6,13,0.3368259918689728,0.8506249904632568,0.2695591892136468,0.8829166666666667
6,14,0.3503741717338562,0.8506249976158142,0.27364331854714286,0.8824305555555556
6,15,0.3532067453861237,0.8525000047683716,0.2681905562347836,0.8845138888888889
6,16,0.34298797607421877,0.8493749928474427,0.26123428715599906,0.8872916666666667
6,17,0.34759246945381167,0.8575000047683716,0.25759842210345796,0.8875
6,18,0.35832888960838316,0.843125,0.2622813740041521,0.8865277777777778
6,19,0.35151651859283445,0.8468750071525574,0.2516930192046695,0.8902083333333334
6,20,0.3514505696296692,0.8499999904632568,0.2562705715497335,0.8882638888888889
6,21,0.3506399214267731,0.8475000095367432,0.2539549258682463,0.8881944444444444
6,22,0.335810215473175,0.8493749928474427,0.2504211543665992,0.8909722222222223
6,23,0.350515820980072,0.8449999976158142,0.24273022757636176,0.8951388888888889
6,24,0.3309903621673584,0.8575,0.24892669492297703,0.8911805555555555
6,25,0.33753000020980833,0.8550000023841858,0.23880245606104533,0.8969444444444444
6,26,0.350282678604126,0.8493750047683716,0.244549773534139,895
6,27,0.3435369324684143,0.8525000095367432,0.24186799459987215,0.8929166666666667
6,28,0.3446845602989197,0.8543750023841858,0.2411934823460049,0.8984722222222222
6,29,0.35949923634529113,0.8581249952316284,0.23448882579803468,0.9002777777777777
7,0,0.34032647490501405,0.861875,0.3541279619269901,0.8457638888888889
7,1,0.33866915583610535,0.8693750047683716,0.3421967187854979,0.8538194444444445
7,2,0.35996318340301514,0.8593749952316284,0.3270871529314253,0.8615972222222222
7,3,0.38525886058807374,0.8493749928474427,0.32185836169454785,0.864375
7,4,0.37397026777267456,0.8381249952316284,0.3126733688513438,0.865625
7,5,0.3608596158027649,0.843125,0.30623202787505255,0.8692361111111111
7,6,0.5594186854362487,0.7831249952316284,0.3037600366274516,0.8703472222222223
7,7,0.47803462505340577,0.8056250047683716,0.2992721511258019,0.8709722222222223
7,8,0.34943936586380003,0.8568749928474426,0.2895277382267846,0.8773611111111111
7,9,0.4691104817390442,0.8206249952316285,0.2880705447329415,0.873125
7,10,0.33069982290267946,0.8712499976158142,0.28556298666530183,0.87625
7,11,0.9159714579582214,0.7312500023841858,0.2817002238167657,0.8786805555555556
7,12,0.33309955477714537,0.8662499904632568,0.28184673176871405,0.8775
7,13,0.3287151193618774,0.8668750095367431,0.2795972426732381,0.87875
7,14,0.47793195366859437,0.7943749976158142,0.2788870006137424,0.8794444444444445
7,15,0.4230779778957367,0.8331250047683716,0.2751563155651093,0.8804166666666666
7,16,0.4596493554115295,0.814375,0.2661815521452162,0.8853472222222222
7,17,0.4516035008430481,0.8237499904632568,0.26410674903127884,0.8833333333333333
7,18,0.30860103130340577,0.8668750095367431,0.2681492222679986,0.8839583333333333
7,19,0.3202354955673218,0.8693750047683716,0.2681682260831197,0.8834722222222222
7,20,0.3362355422973633,0.8575000095367432,0.25875777032640246,0.885625
7,21,0.3336736536026001,0.8675000071525574,0.25747621575991314,0.8883333333333333
7,22,0.32939905047416684,0.8618750047683715,0.25600565089119803,0.8890277777777778
7,23,0.3422749078273773,0.8668750095367431,0.24818639132711623,0.89125
7,24,0.3361210536956787,0.8562500023841858,0.24550031450059678,0.8957638888888889
7,25,0.3504678237438202,0.8606249976158142,0.2506023140748342,0.8925694444444444
7,26,0.33246981620788574,0.8731250023841858,0.24686574657758076,0.8938194444444445
7,27,0.4782555961608887,0.8250000071525574,0.2450606057378981,0.89375
7,28,0.4264423942565918,0.8337500071525574,0.24176161461406284,0.895625
7,29,0.3784630012512207,0.853125,0.23740592585669623,0.8981944444444444
8,0,0.34422879695892333,0.8543749904632568,0.3421935368908776,0.8517361111111111
8,1,0.4589840161800385,0.8187500095367432,0.33098862409591673,0.8570138888888889
8,2,0.32432236552238464,0.8668749976158142,0.3219771995809343,0.8602777777777778
8,3,0.6523039078712464,0.7774999904632568,0.31095612459712557,0.8615972222222222
8,4,0.3708925628662109,0.85625,0.30799568255742393,0.8646527777777778
8,5,0.37162198781967165,0.859375,0.2993526150120629,0.8686111111111111
8,6,0.34607391953468325,0.8599999928474427,0.297420973777771,0.869375
8,7,0.3406055402755737,0.8618750095367431,0.2947905773586697,0.8704861111111111
8,8,0.38007145404815673,0.8512499928474426,0.30008501019742756,0.8684722222222222
8,9,0.36128118991851804,0.8556249976158142,0.295088736348682,0.869375
8,10,0.5213500833511353,0.8087499904632568,0.2896023747656081,0.8722222222222222
8,11,0.6114793705940247,0.7924999904632568,0.2867694975270165,0.87375
8,12,0.6150558805465698,0.7918749952316284,0.2818606886598799,0.8754861111111111
8,13,0.33508174777030947,0.8587500047683716,0.27792971902423436,0.8772916666666667
8,14,0.39502168536186216,835,0.2739956471655104,0.8821527777777778
8,15,0.40556124329566956,0.8412500047683715,0.2784414233101739,0.8783333333333333
8,16,0.32720872640609744,0.8600000095367432,0.2724750602245331,0.8814583333333333
8,17,0.31243666768074035,0.873125,0.26854443550109863,0.880625
8,18,0.36604639530181887,0.8556250095367431,0.2689981928136614,0.881875
8,19,0.3796492683887482,0.8481250071525573,0.2678750394450294,0.8827777777777778
8,20,0.38053660035133363,0.8481250095367432,0.2590691378381517,0.8881944444444444
8,21,0.35533817529678347,0.85625,0.2589423624674479,0.8866666666666667
8,22,0.32502800941467286,0.864375,0.2561167698436313,0.8884027777777778
8,23,0.34734210252761843,0.8624999928474426,0.24886232773462932,0.8916666666666667
8,24,0.32251556277275084,0.8681249928474426,0.2521714589330885,0.8903472222222222
8,25,0.3174400162696838,0.8712500095367431,0.2590245528353585,0.8871527777777778
8,26,0.34883925318717957,0.8649999904632568,0.25531823092036776,0.8894444444444445
8,27,0.3704595232009888,0.8468749928474426,0.24892881247732374,0.8916666666666667
8,28,0.3279964733123779,0.8531250023841858,0.24367085112465753,0.8955555555555555
8,29,0.3303468465805054,0.8631250023841858,0.24177823113070593,0.8969444444444444
9,0,0.5757153081893921,0.7993749976158142,0.3429354882240295,0.8572916666666667
9,1,0.37843844056129455,0.8462500071525574,0.3264854103989071,0.863125
9,2,0.3447410225868225,0.859375,0.3230247908168369,0.863125
9,3,0.3396773314476013,0.8625000023841858,0.3133915723694695,0.868125
9,4,0.3523361837863922,0.8543749976158143,0.3002326011657715,0.8699305555555555
9,5,0.35894649028778075,0.8593749904632568,0.2972209273444282,0.8739583333333333
9,6,0.39451062560081485,0.8487499904632568,0.29850488702456157,0.8730555555555556
9,7,0.3468939578533173,0.8524999976158142,0.29474033686849804,0.8750694444444445
9,8,0.37814939618110655,0.8437500047683716,0.2935171498854955,0.8740277777777777
9,9,0.36445682883262637,855,0.2832775815327962,0.8786111111111111
9,10,0.5307235741615295,0.8037499952316284,0.28020041426022846,0.8783333333333333
9,11,0.3929592037200928,0.8337499952316284,0.27263535658518473,0.8845833333333334
9,12,0.4162827253341675,0.8187500047683716,0.2719685355822245,0.8843055555555556
9,13,0.39567951202392576,0.8206250023841858,0.27379418585035536,0.8822222222222222
9,14,0.42384047985076906,0.8237500023841858,0.27435526741875543,0.88125
9,15,0.503807737827301,0.8168749976158142,0.26431079109509786,885
9,16,0.40039199352264404,0.8381250047683716,0.26394488718774584,0.8845833333333334
9,17,0.5089448094367981,0.8206250071525574,0.2610400264792972,0.8895138888888889
9,18,0.36804011821746824,0.8581249928474426,0.25606825563642716,0.8908333333333334
9,19,0.35269900918006897,0.8599999928474427,0.263180709944831,0.8861805555555555
9,20,0.3405568933486938,0.8575000071525574,0.25210145076115925,0.8928472222222222
9,21,0.3470826530456543,0.8599999952316284,0.25103009621302286,0.8926388888888889
9,22,0.3537748992443085,0.8618750095367431,0.2513728294107649,0.8915972222222223
9,23,0.4338665640354156,0.83375,0.25231039550569323,0.8931944444444444
9,24,0.37276411533355713,0.8425000095367432,0.2565038209491306,0.8881944444444444
9,25,0.39770271301269533,0.8343749952316284,0.24195603397157456,0.8961111111111111
9,26,0.6806299257278442,0.7906249904632568,0.2559781171215905,0.8881944444444444
9,27,0.3761325979232788,0.8399999928474426,0.24628188570340476,0.8929166666666667
9,28,0.35991538166999815,0.8524999952316284,0.24066919644673665,0.8975694444444444
9,29,0.35801534533500673,0.8537499904632568,0.2322348858250512,0.9026388888888889
10,0,0.9213088989257813,0.7393750047683716,0.3454609979523553,0.8544444444444445
10,1,0.321645884513855,0.8587500023841858,0.35305186298158436,0.8535416666666666
10,2,0.3214167833328247,0.8687500095367432,0.3255095371935103,0.8586111111111111
10,3,0.31202307224273684,0.8706250047683716,0.32427165004942154,0.8616666666666667
10,4,0.3001647508144379,0.868125,0.3162634531656901,0.86375
10,5,0.3274106168746948,0.8656250047683716,0.3125789246294233,0.86625
10,6,0.36298583388328554,0.8531250023841858,0.3042633983823988,0.8674305555555556
10,7,0.3925642228126526,0.8499999904632568,0.3140804741117689,0.8664583333333333
10,8,0.3444813406467438,0.8631250071525574,0.30627181079652577,0.8655555555555555
10,9,0.3357716929912567,0.8587500071525573,0.2929769934548272,0.8747222222222222
10,10,0.34951094269752503,0.8656250071525574,0.29353390004899765,0.8733333333333333
10,11,0.3911323058605194,0.8381250047683716,0.28129588762919105,0.8784027777777778
10,12,0.41647648096084594,0.8281250023841857,0.2806398336092631,0.8790972222222222
10,13,0.3643101727962494,0.8512500047683715,0.2762943372461531,0.8795138888888889
10,14,0.35530834436416625,0.8631249904632569,0.27596130159166127,0.8820833333333333
10,15,0.34188716650009154,0.8643750071525573,0.26857533507876924,0.8859027777777778
10,16,0.3292333030700684,0.8637499952316284,0.26781056510077583,0.883125
10,17,0.31411797523498536,0.8775000023841858,0.2633409954441918,0.8859722222222223
10,18,0.30784459829330446,0.8775000023841858,0.26356777416335214,0.8852777777777778
10,19,0.3976268541812897,0.8512499952316284,0.27220224936803183,0.8834027777777778
10,20,0.33442193746566773,0.8687499952316284,0.27359200795491534,0.8833333333333333
10,21,0.3600175881385803,0.851875,0.2789588540130191,0.8820138888888889
10,22,0.32733134627342225,0.86875,0.2673713024457296,0.8877083333333333
10,23,0.36434413194656373,0.8562499928474426,0.2604413546456231,0.8877083333333333
10,24,0.31864093542099,0.8681249904632569,0.25125788225067985,0.891875
10,25,0.3258781766891479,0.8675000071525574,0.25140430688858034,0.889375
10,26,0.3300212752819061,0.8699999976158143,0.2548982338110606,0.8915972222222223
10,27,0.3330890369415283,0.8656250095367432,0.24615567909346686,0.8942361111111111
10,28,0.31192309737205504,0.878125,0.24061569770177205,0.898125
10,29,0.32703362584114076,0.8706250023841858,0.2462592813703749,0.8941666666666667
0,0,0.43647512316703796,0.8393749952316284,0.341251384417216,0.8547916666666666
0,1,0.4095812368392944,0.843125,0.3337151311503516,0.8572916666666667
0,2,0.6691429376602173,0.77125,0.3255455791950226,0.8590972222222222
0,3,0.4105534255504608,0.8412500047683715,0.3187031372388204,0.8636805555555556
0,4,0.5303441619873047,0.8031250071525574,0.306780235502455,0.866875
0,5,0.4175804305076599,0.8512500023841858,0.308133116695616,0.8665277777777778
0,6,0.5689372134208679,0.8387500023841858,0.2996121101909214,0.8694444444444445
0,7,0.7177489972114564,0.8406250071525574,0.3012574150827196,865
0,8,0.3525181424617767,0.8537500047683716,0.3010266020562914,0.8708333333333333
0,9,0.35564587116241453,0.8481249952316284,0.28567584554354347,0.8736111111111111
0,10,0.3487576913833618,0.8449999976158142,0.2866950719886356,0.8735416666666667
0,11,0.3383207058906555,0.8637500095367432,0.2825196839703454,0.8760416666666667
0,12,0.39760915517807005,0.8537499904632568,0.29367501152886283,0.8722916666666667
0,13,0.33436927318572995,0.863125,0.27821672757466637,0.8786805555555556
0,14,0.4450735819339752,0.836875,0.2790032985475328,0.8772222222222222
0,15,0.3509633195400238,0.8543750047683716,0.27664134502410886,0.8790972222222222
0,16,0.3269068694114685,0.8587500095367432,0.27494339519076877,0.88
0,17,0.3220261240005493,0.8662500095367431,0.26807039552264744,0.8824305555555556
0,18,0.3262841141223907,0.8631249904632569,0.26474355777104697,0.8854861111111111
0,19,0.33744648456573484,0.8543749904632568,0.25645982848273385,0.8884722222222222
0,20,0.32810014486312866,0.8668750047683715,0.25423545214864945,0.8911805555555555
0,21,0.3361469542980194,0.8656250095367432,0.2547912526130676,0.8865277777777778
0,22,0.3605036449432373,0.8537499976158142,0.25257118622461955,0.8888888888888888
0,23,0.37259116768836975,0.8506250047683716,0.2529799773957994,0.8905555555555555
0,24,0.3853276836872101,0.8437500095367432,0.25090772562556796,0.8896527777777777
0,25,0.48378115057945253,0.8062500095367432,0.2564316023720635,0.8885416666666667
1,0,0.31344052076339723,0.8568750047683715,0.3273837506771088,0.8592361111111111
1,1,0.31947355389595034,0.8725000047683715,0.3197741497887505,0.8631944444444445
1,2,0.3846287798881531,0.8550000047683716,0.3154808730549282,0.8615972222222222
